-117.19651451700,34.05675393000
-117.19724595500,34.05640096900
-117.19693551900,34.05652429300
-117.19530254100,34.05722596300
-117.19553643100,34.05706861900
-117.19551516900,34.05740031700
-117.19590640300,34.05762570200
-117.19635292000,34.05728549900
-117.19657830500,34.05759168200
-117.19724170200,34.05686874900
-117.19755639100,34.05634993900
-117.19782004900,34.05629465500
-117.19595743400,34.05703885100
-117.19344843100,34.05738756000
-117.19428193000,34.05722596300
-117.19473695300,34.05723446800
-117.19472419500,34.05688575900
-117.19512818700,34.05679220300
-117.19456259800,34.05651578800
-117.19314224800,34.05757041900
-117.19594892800,34.05810198800
-117.19787107900,34.05697081000
-117.19851321400,34.05599697700
-117.19890870100,34.05653705100
-117.19856424400,34.05669014200
-117.19747984500,34.05592043100
-117.19575756400,34.05632017100
-117.19549815900,34.05581837000
-117.19411182900,34.05670290000
-117.19514094500,34.05849322200
-117.19397149500,34.05850172700
-117.19682495300,34.05690277000
-117.19367328500,34.05688124100
-117.19591916100,34.05662210200
-117.19613843300,34.05619020200
